10.541,0.30907,-132,0.0162,-86898.0139
10.561,0.26803,-179.96,0.0129,-118474.9603
10.581,0.22677,-227.77,0.0095,-149948.6268
10.601,0.18483,-276.7,0.0061,-182160.601
10.621,0.14258,-326.56,0.0027,-214986.1157
10.641,0.1006,-373.27,-0.0007,-245737.2546
10.661,0.058781,-420.72,-0.004,-276974.4396
10.681,0.017103,-467.62,-0.0074,-307843.9832
10.69,-0.0015308,-487.53,-0.0089,-320955.6043
10.691,-0.003593,-489.73,-0.0091,-322401.4044
10.711,-0.043276,-519.13,-0.0123,-341756.8505
10.731,-0.060903,-466.57,-0.0137,-307154.8343
10.751,-0.043569,-357.77,-0.0123,-235532.1199
10.771,-0.012321,-244.8,-0.0098,-161159.0385
10.791,0.028602,-127.83,-0.0065,-84150.8284
